renda_mensal,valor_solicitado,prazo_meses,taxa_juros_mensal,parcela_estimada,comprometimento_renda,score_credito,atrasos_12m,tempo_emprego_meses,reserva_meses,outros_creditos,relacao_credito_renda,finalidade,moradia,inadimplente
9008.99,13957.29,6,1.819,2476.53,27.49,714,0,23,2.2,0,0.129,Crédito pessoal,Familiar,0
7049.34,9812.7,24,1.214,473.75,6.72,923,0,84,1.1,0,0.116,Crédito pessoal,Própria,0
10944.63,24950.82,48,2.299,863.64,7.89,641,0,36,1.7,0,0.19,Crédito pessoal,Alugada,1
6221.81,9846.87,24,2.424,545.98,8.78,664,1,65,1.7,0,0.132,Crédito pessoal,Financiada,0
4170.87,16487.24,36,3.001,755.31,18.11,362,3,65,2.6,0,0.329,Crédito pessoal,Familiar,1
6403.73,18842.69,60,1.474,475.32,7.42,864,1,43,1.7,0,0.245,Reforma ou serviços,Alugada,0
1500.0,7233.61,36,1.256,251.02,16.73,791,0,118,4.7,1,0.402,Reforma ou serviços,Alugada,0
6593.26,17380.61,36,1.325,610.2,9.25,704,0,19,1.2,2,0.22,Reforma ou serviços,Própria,0
1500.0,10264.14,60,1.459,257.93,17.2,573,2,39,4.7,0,0.57,Financiamento de veículo,Alugada,0
1786.24,4402.37,12,1.827,411.87,23.06,501,1,7,2.3,1,0.205,Financiamento de veículo,Própria,0
6880.94,9843.36,60,1.268,235.31,3.42,617,1,45,2.2,1,0.119,Financiamento de veículo,Própria,0
6991.72,6819.23,12,1.154,611.77,8.75,798,0,81,3.5,2,0.081,Reforma ou serviços,Financiada,0
2529.33,5866.9,6,1.786,1039.82,41.11,817,0,12,3.1,1,0.193,Consolidação de dívidas,Financiada,0
3343.96,8813.68,24,2.069,469.66,14.04,481,0,27,1.7,0,0.22,Financiamento de veículo,Alugada,0
12162.95,23006.8,48,1.502,676.04,5.56,831,0,23,2.1,0,0.158,Crédito pessoal,Alugada,0
3851.87,22753.91,18,2.38,1568.87,40.73,692,1,2,5.5,1,0.492,Crédito pessoal,Própria,0
20889.97,14240.4,12,2.221,1364.94,6.53,542,2,16,3.9,4,0.057,Financiamento de veículo,Própria,0
5193.81,34680.56,6,2.322,6258.82,120.51,546,0,68,2.1,1,0.556,Reforma ou serviços,Alugada,1
6696.88,8619.45,24,0.917,401.77,6.0,863,0,41,10.9,2,0.107,Reforma ou serviços,Financiada,0
14169.91,12870.77,60,1.551,331.14,2.34,660,0,54,6.4,0,0.076,Crédito pessoal,Financiada,0
5640.06,12635.56,36,3.507,623.37,11.05,349,3,81,1.6,2,0.187,Crédito pessoal,Alugada,1
2793.25,21879.17,24,1.654,1111.9,39.81,804,0,138,1.9,1,0.653,Reforma ou serviços,Alugada,0
4858.0,9158.24,12,2.317,882.97,18.18,450,0,16,0.7,2,0.157,Educação,Alugada,0
5086.45,11081.37,60,2.376,348.42,6.85,513,1,63,0.5,1,0.182,Crédito pessoal,Própria,0
2231.15,14429.64,6,2.827,2648.44,118.7,569,1,26,1.6,2,0.539,Consolidação de dívidas,Alugada,1
4437.29,16055.59,6,0.55,2727.68,61.47,834,0,18,2.9,1,0.302,Financiamento de veículo,Alugada,0
3282.15,9460.09,18,0.55,553.45,16.86,768,0,34,0.8,1,0.24,Financiamento de veículo,Financiada,0
9223.55,4312.21,24,1.075,204.82,2.22,771,0,65,4.9,1,0.039,Reforma ou serviços,Alugada,0
5312.79,10304.95,48,2.181,348.49,6.56,618,1,44,0.6,1,0.162,Crédito pessoal,Alugada,0
4363.72,13055.04,36,2.198,528.64,12.11,662,1,30,1.6,0,0.249,Crédito pessoal,Própria,0
4868.69,3985.44,24,1.283,193.99,3.98,715,0,70,3.6,1,0.068,Crédito pessoal,Própria,0
5971.48,4567.61,36,2.13,182.95,3.06,691,0,66,8.3,0,0.064,Crédito pessoal,Alugada,0
7622.34,11516.65,36,2.733,506.74,6.65,682,0,29,6.1,1,0.126,Consolidação de dívidas,Alugada,0
2797.81,7714.34,12,1.299,698.43,24.96,816,0,62,5.1,1,0.23,Consolidação de dívidas,Própria,0
2726.11,20353.58,18,2.432,1409.69,51.71,733,0,43,2.2,1,0.622,Consolidação de dívidas,Financiada,0
10314.59,16786.08,18,2.695,1189.25,11.53,666,1,23,5.1,1,0.136,Consolidação de dívidas,Financiada,0
4026.95,10552.0,48,2.104,351.34,8.72,767,0,66,1.5,0,0.218,Consolidação de dívidas,Alugada,0
2160.23,20010.11,48,0.822,506.15,23.43,870,0,67,3.4,1,0.772,Reforma ou serviços,Financiada,0
6847.08,13442.43,48,0.732,333.14,4.87,724,0,15,0.4,3,0.164,Financiamento de veículo,Alugada,0
6930.61,13238.87,36,2.055,524.01,7.56,817,0,62,2.6,4,0.159,Consolidação de dívidas,Financiada,0
2012.98,9440.88,24,1.521,472.5,23.47,817,0,88,0.4,1,0.391,Crédito pessoal,Própria,0
5995.07,3142.86,24,3.23,190.21,3.17,553,0,17,4.8,0,0.044,Crédito pessoal,Financiada,0
8204.81,7024.4,48,0.55,166.91,2.03,914,0,49,4.9,1,0.071,Financiamento de veículo,Própria,0
6558.61,20626.06,36,3.364,996.74,15.2,533,0,17,6.6,0,0.262,Consolidação de dívidas,Financiada,0
7694.36,7072.6,48,1.578,211.25,2.75,868,0,18,0.5,0,0.077,Consolidação de dívidas,Financiada,0
2177.14,7009.85,12,1.783,654.03,30.04,705,0,9,10.8,2,0.268,Crédito pessoal,Própria,0
6384.69,25501.98,24,0.849,1178.97,18.47,933,0,96,1.9,2,0.333,Reforma ou serviços,Própria,0
4310.42,8644.54,48,2.467,309.24,7.17,656,1,89,4.8,0,0.167,Consolidação de dívidas,Financiada,0
3854.84,7798.66,24,2.442,433.27,11.24,689,0,92,0.7,2,0.169,Crédito pessoal,Própria,0
8920.96,11720.84,18,0.55,685.71,7.69,872,0,31,4.0,0,0.109,Financiamento de veículo,Própria,0
13011.18,18098.08,24,1.82,937.41,7.2,699,0,81,2.0,3,0.116,Reforma ou serviços,Financiada,0
15818.31,13109.26,12,0.55,1131.89,7.16,832,0,17,5.3,2,0.069,Financiamento de veículo,Financiada,0
11749.84,25693.33,48,1.328,727.25,6.19,931,0,15,1.0,1,0.182,Consolidação de dívidas,Alugada,0
4857.98,27897.22,36,0.55,856.29,17.63,953,0,32,0.6,2,0.479,Financiamento de veículo,Alugada,0
6471.09,8502.36,48,1.556,252.77,3.91,812,0,85,5.2,3,0.109,Consolidação de dívidas,Alugada,0
8365.27,4395.35,12,1.756,409.42,4.89,510,0,50,1.4,1,0.044,Educação,Alugada,0
5605.73,12718.5,18,2.411,879.32,15.69,651,0,29,1.7,0,0.189,Crédito pessoal,Própria,0
5639.14,9225.84,24,3.31,563.14,9.99,402,2,27,1.5,3,0.136,Crédito pessoal,Financiada,1
8665.81,8389.93,12,1.485,768.48,8.87,699,0,96,2.9,0,0.081,Educação,Própria,0
5012.34,4024.64,36,1.747,151.55,3.02,754,0,72,0.8,2,0.067,Crédito pessoal,Própria,0
3308.52,10447.07,18,2.192,708.66,21.42,342,3,100,5.6,1,0.263,Financiamento de veículo,Financiada,0
4021.62,14434.42,12,3.32,1477.94,36.75,513,2,95,2.6,0,0.299,Consolidação de dívidas,Própria,0
7703.56,9149.71,24,1.29,445.72,5.79,737,0,7,6.1,0,0.099,Educação,Financiada,0
5209.66,13512.4,60,2.642,451.45,8.67,536,2,88,3.9,0,0.216,Consolidação de dívidas,Alugada,0
6421.1,22371.06,36,0.55,686.67,10.69,747,0,72,2.5,2,0.29,Financiamento de veículo,Própria,0
7878.27,36873.56,36,0.55,1131.82,14.37,733,0,19,0.0,1,0.39,Financiamento de veículo,Familiar,0
4121.66,12391.04,36,0.55,380.34,9.23,745,0,31,3.4,1,0.251,Financiamento de veículo,Familiar,0
8310.61,8773.62,48,2.107,292.27,3.52,660,0,37,4.9,0,0.088,Crédito pessoal,Financiada,0
6576.75,8162.8,36,0.55,250.55,3.81,877,0,135,6.0,0,0.103,Financiamento de veículo,Financiada,0
2418.32,5175.12,24,1.951,272.08,11.25,616,0,44,2.3,0,0.178,Educação,Financiada,0
12716.34,25192.76,12,1.433,2300.11,18.09,883,0,70,2.8,0,0.165,Crédito pessoal,Própria,0
3812.16,15980.25,36,2.431,671.18,17.61,543,0,87,3.5,1,0.349,Crédito pessoal,Própria,1
1863.58,6616.56,18,0.55,387.09,20.77,859,0,30,2.1,0,0.296,Financiamento de veículo,Alugada,0
2720.27,15949.59,12,1.12,1427.86,52.49,736,0,95,1.2,1,0.489,Financiamento de veículo,Própria,0
2761.05,9373.94,60,1.794,256.37,9.29,531,2,41,4.1,0,0.283,Financiamento de veículo,Alugada,0
5370.96,13518.05,36,2.352,560.76,10.44,433,2,198,0.1,0,0.21,Financiamento de veículo,Própria,0
4387.99,11975.71,36,1.434,428.22,9.76,812,0,19,2.1,3,0.227,Consolidação de dívidas,Alugada,0
4219.95,8340.93,36,2.298,343.13,8.13,637,2,38,1.3,0,0.165,Consolidação de dívidas,Financiada,0
7636.0,14887.41,24,2.327,816.61,10.69,653,0,89,0.6,2,0.162,Consolidação de dívidas,Financiada,0
6419.76,7458.43,48,1.613,224.43,3.5,732,0,24,2.5,1,0.097,Reforma ou serviços,Própria,0
6325.62,18813.5,24,1.624,952.83,15.06,654,2,76,6.6,0,0.248,Financiamento de veículo,Financiada,0
6704.32,4053.59,24,1.477,201.83,3.01,848,0,33,0.7,1,0.05,Consolidação de dívidas,Própria,0
7619.13,33285.49,18,0.799,1992.81,26.16,729,0,16,3.4,1,0.364,Financiamento de veículo,Alugada,0
1500.0,6471.27,60,0.661,130.99,8.73,886,0,14,2.9,0,0.36,Educação,Alugada,0
4148.33,1729.12,24,1.015,81.54,1.97,549,0,49,0.5,0,0.035,Financiamento de veículo,Alugada,0
1500.0,3832.85,6,1.39,670.24,44.68,657,0,60,2.9,0,0.213,Reforma ou serviços,Alugada,1
5317.57,13351.66,48,0.938,346.73,6.52,646,0,18,1.4,0,0.209,Financiamento de veículo,Familiar,0
5185.08,10332.09,24,2.107,552.92,10.66,502,2,64,1.0,0,0.166,Reforma ou serviços,Financiada,0
9943.2,18779.35,36,1.395,667.15,6.71,881,1,12,1.0,5,0.157,Educação,Financiada,0
10858.98,10308.23,18,0.55,603.07,5.55,700,0,30,12.2,1,0.079,Financiamento de veículo,Própria,0
5896.62,21222.04,6,1.664,3745.83,63.53,593,1,40,0.2,0,0.3,Educação,Própria,1
3813.07,12839.36,12,1.983,1212.79,31.81,539,0,38,5.0,1,0.281,Educação,Financiada,0
7024.88,22372.82,18,2.351,1538.71,21.9,694,0,47,1.6,0,0.265,Consolidação de dívidas,Própria,0
3748.48,26129.61,48,2.299,904.46,24.13,408,2,39,0.7,2,0.581,Financiamento de veículo,Alugada,1
5195.51,20170.7,60,1.741,544.51,10.48,671,0,35,1.3,0,0.324,Crédito pessoal,Financiada,0
9583.69,11298.86,12,1.027,1005.59,10.49,564,1,35,6.0,1,0.098,Financiamento de veículo,Própria,0
3679.73,31410.59,36,1.548,1144.75,31.11,633,0,25,5.5,0,0.711,Educação,Própria,0
8569.24,13336.49,60,1.317,322.97,3.77,552,2,64,2.5,2,0.13,Financiamento de veículo,Própria,1
7914.11,8295.27,18,1.182,514.33,6.5,837,0,35,2.8,0,0.087,Crédito pessoal,Familiar,0
2876.83,10304.91,48,1.349,293.02,10.19,788,0,23,2.7,1,0.299,Crédito pessoal,Própria,0
9511.23,18483.39,24,0.661,835.41,8.78,798,0,62,2.0,3,0.162,Educação,Alugada,0
8018.65,28701.39,24,2.294,1568.42,19.56,617,1,55,3.3,2,0.298,Consolidação de dívidas,Financiada,0
5539.21,17162.39,48,1.601,515.12,9.3,703,0,17,3.8,1,0.258,Crédito pessoal,Familiar,0
3241.44,14780.55,12,2.583,1448.19,44.68,499,0,107,0.6,2,0.38,Crédito pessoal,Familiar,0
3052.47,10731.38,24,2.656,610.44,20.0,680,0,30,0.2,1,0.293,Consolidação de dívidas,Alugada,0
3725.9,30607.41,12,1.862,2869.76,77.02,952,0,32,0.5,0,0.685,Consolidação de dívidas,Familiar,0
7279.54,14067.38,24,2.376,775.78,10.66,738,0,41,1.3,2,0.161,Consolidação de dívidas,Alugada,0
2875.34,9462.63,24,0.699,429.66,14.94,916,0,54,1.6,1,0.274,Reforma ou serviços,Própria,0
6820.39,3538.19,36,3.563,175.95,2.58,439,3,43,4.1,0,0.043,Crédito pessoal,Financiada,0
2407.94,7801.77,12,1.298,706.28,29.33,549,0,21,1.8,1,0.27,Financiamento de veículo,Financiada,0
4582.0,9182.58,48,1.838,289.6,6.32,738,0,8,1.3,2,0.167,Crédito pessoal,Própria,0
5565.8,6401.07,48,2.591,234.56,4.21,607,1,105,0.2,1,0.096,Crédito pessoal,Própria,0
23680.2,5570.4,48,0.55,132.36,0.56,856,0,19,6.4,1,0.02,Financiamento de veículo,Própria,0
2213.83,17769.15,24,1.304,867.08,39.17,811,0,58,0.6,2,0.669,Reforma ou serviços,Financiada,1
12952.74,15832.75,36,2.486,670.67,5.18,722,1,42,6.8,0,0.102,Consolidação de dívidas,Financiada,0
5706.24,14810.09,48,1.525,437.4,7.67,640,2,6,1.1,2,0.216,Educação,Financiada,0
6709.91,11966.74,12,1.365,1087.9,16.21,621,1,25,0.5,1,0.149,Financiamento de veículo,Própria,0
5595.9,14403.89,36,0.868,467.58,8.36,649,1,123,2.0,2,0.215,Financiamento de veículo,Própria,0
6850.96,13571.75,24,0.55,605.18,8.83,823,0,9,0.8,2,0.165,Financiamento de veículo,Alugada,0
4727.39,6062.78,36,2.508,257.68,5.45,429,1,33,1.4,0,0.107,Reforma ou serviços,Financiada,0
12809.28,25176.44,12,2.075,2391.59,18.67,564,0,54,3.7,2,0.164,Crédito pessoal,Familiar,0
3918.26,7544.6,18,1.354,475.12,12.13,475,1,19,3.7,1,0.16,Financiamento de veículo,Alugada,0
10492.33,9477.64,48,2.516,342.31,3.26,614,1,46,8.1,2,0.075,Reforma ou serviços,Alugada,0
3487.38,14738.01,12,2.591,1444.71,41.43,538,0,62,3.4,2,0.352,Consolidação de dívidas,Própria,1
5009.33,29501.51,48,0.948,767.96,15.33,720,0,57,0.3,0,0.491,Financiamento de veículo,Própria,0
2675.25,8962.87,36,1.359,316.46,11.83,625,1,46,1.2,3,0.279,Financiamento de veículo,Alugada,0
6894.84,24223.31,18,2.636,1707.55,24.77,610,1,37,1.8,0,0.293,Crédito pessoal,Própria,0
12738.6,17735.94,36,1.582,650.0,5.1,803,0,20,2.7,0,0.116,Consolidação de dívidas,Própria,0
4956.49,11939.1,48,0.809,301.14,6.08,839,0,61,2.9,2,0.201,Reforma ou serviços,Alugada,0
4602.45,11192.96,12,1.078,999.37,21.71,677,0,42,1.8,1,0.203,Educação,Alugada,0
2605.43,13069.85,36,3.31,626.65,24.05,470,2,133,1.3,1,0.418,Crédito pessoal,Financiada,1
4510.9,16501.91,60,1.746,445.96,9.89,734,0,72,0.8,3,0.305,Reforma ou serviços,Própria,0
1936.97,6067.5,18,2.285,414.91,21.42,600,0,28,4.3,2,0.261,Crédito pessoal,Financiada,0
2952.56,17274.29,48,2.421,612.53,20.75,723,0,50,5.7,1,0.488,Crédito pessoal,Própria,0
5985.06,11505.71,12,2.296,1107.87,18.51,650,1,15,0.6,2,0.16,Crédito pessoal,Alugada,0
11780.51,10117.37,36,1.584,370.89,3.15,653,0,8,7.6,2,0.072,Reforma ou serviços,Alugada,0
29676.91,15499.9,6,1.573,2727.38,9.19,886,0,28,2.8,0,0.044,Consolidação de dívidas,Própria,0
3614.58,9946.72,24,2.421,551.33,15.25,485,0,12,2.5,1,0.229,Reforma ou serviços,Financiada,0
12661.23,3891.5,12,0.979,345.3,2.73,718,0,67,2.3,2,0.026,Reforma ou serviços,Financiada,0
6048.35,29962.04,60,2.107,884.5,14.62,668,0,126,0.2,0,0.413,Crédito pessoal,Própria,0
4734.54,12775.14,48,1.476,373.36,7.89,565,2,88,2.1,1,0.225,Financiamento de veículo,Alugada,0
6799.62,12301.07,48,1.141,334.25,4.92,712,0,31,6.5,1,0.151,Educação,Financiada,0
5403.5,36993.98,48,1.053,985.7,18.24,646,1,69,2.7,0,0.571,Financiamento de veículo,Própria,0
5568.38,9677.35,36,2.241,394.55,7.09,776,0,26,1.4,3,0.145,Consolidação de dívidas,Própria,0
4036.96,19026.08,18,1.818,1248.83,30.93,724,0,95,1.1,0,0.393,Crédito pessoal,Financiada,0
2185.47,11667.91,60,1.141,269.65,12.34,817,0,62,0.5,1,0.445,Crédito pessoal,Financiada,0
1996.93,17942.49,24,1.86,933.68,46.76,718,0,41,5.0,1,0.749,Crédito pessoal,Alugada,1
7796.47,9107.36,48,1.285,255.4,3.28,845,0,39,1.8,0,0.097,Crédito pessoal,Alugada,0
4380.24,9336.38,36,0.803,299.66,6.84,689,0,62,0.3,2,0.178,Financiamento de veículo,Alugada,0
3593.34,18401.55,36,2.045,727.15,20.24,659,0,39,0.4,2,0.427,Crédito pessoal,Financiada,0
5227.49,7130.29,36,2.131,285.64,5.46,759,0,84,3.8,1,0.114,Consolidação de dívidas,Própria,0
8512.34,24186.54,6,0.55,4109.04,48.27,665,0,31,3.7,0,0.237,Financiamento de veículo,Alugada,0
5815.25,15269.78,24,0.643,688.68,11.84,631,0,36,0.8,0,0.219,Financiamento de veículo,Própria,0
3462.2,18246.94,12,1.82,1706.44,49.29,631,1,38,7.6,2,0.439,Reforma ou serviços,Financiada,0
11122.39,19551.85,60,1.767,531.22,4.78,809,0,34,0.9,2,0.146,Consolidação de dívidas,Alugada,0
13842.64,5679.48,12,0.55,490.38,3.54,829,0,21,3.0,1,0.034,Financiamento de veículo,Alugada,0
7065.92,7921.03,48,2.185,268.08,3.79,602,1,29,0.7,0,0.093,Consolidação de dívidas,Financiada,0
9509.87,11747.45,36,0.55,360.58,3.79,936,0,41,5.6,2,0.103,Financiamento de veículo,Alugada,0
11230.96,33776.92,36,1.212,1163.32,10.36,731,0,38,3.2,0,0.251,Reforma ou serviços,Familiar,0
10478.44,11250.1,24,1.569,566.19,5.4,903,0,115,4.7,0,0.089,Consolidação de dívidas,Alugada,0
7609.52,17928.03,24,1.802,926.73,12.18,610,1,54,0.4,0,0.196,Educação,Própria,0
7535.56,14575.45,36,1.931,565.51,7.5,746,0,99,0.6,0,0.161,Crédito pessoal,Alugada,0
7176.76,14701.41,24,1.413,726.6,10.12,582,0,11,5.7,1,0.171,Educação,Familiar,0
2633.49,15619.69,36,0.681,490.72,18.63,852,0,77,1.3,0,0.494,Educação,Financiada,0
8029.38,7788.56,12,1.434,711.11,8.86,677,0,54,2.1,1,0.081,Financiamento de veículo,Própria,0
2243.54,10880.04,48,0.861,277.71,12.38,691,0,38,1.7,1,0.404,Financiamento de veículo,Familiar,0
3177.22,10426.6,36,3.057,481.68,15.16,632,1,19,3.9,2,0.273,Consolidação de dívidas,Financiada,1
11668.22,13435.85,36,2.078,533.74,4.57,707,0,66,5.2,0,0.096,Crédito pessoal,Própria,0
8754.74,8589.35,24,1.223,415.16,4.74,814,0,60,4.6,2,0.082,Crédito pessoal,Própria,0
13076.88,51767.91,36,2.305,2131.93,16.3,635,1,68,3.0,1,0.33,Educação,Própria,0
4393.91,4097.21,24,1.814,212.08,4.83,740,1,29,5.0,0,0.078,Reforma ou serviços,Alugada,0
2545.34,4193.02,18,0.813,251.35,9.87,593,0,84,9.0,1,0.137,Financiamento de veículo,Própria,0
4479.84,19038.82,24,2.554,1070.83,23.9,553,1,63,1.7,1,0.354,Crédito pessoal,Familiar,1
5539.58,25336.55,24,1.027,1196.49,21.6,943,0,30,1.9,0,0.381,Reforma ou serviços,Própria,0
5461.0,26028.97,12,1.891,2444.86,44.77,635,0,107,3.5,0,0.397,Reforma ou serviços,Familiar,0
10501.74,11596.22,6,1.264,2019.13,19.23,825,0,49,10.4,0,0.092,Consolidação de dívidas,Alugada,0
4156.49,14042.17,36,1.175,480.61,11.56,573,1,9,1.7,1,0.282,Financiamento de veículo,Alugada,0
6468.34,20084.19,36,2.13,804.45,12.44,617,1,30,8.2,4,0.259,Crédito pessoal,Financiada,0
2817.11,10395.55,18,1.277,650.13,23.08,856,0,83,2.1,2,0.308,Reforma ou serviços,Financiada,0
6874.75,5449.56,60,2.577,179.42,2.61,564,0,31,0.5,1,0.066,Crédito pessoal,Financiada,0
5210.03,16091.89,12,1.629,1487.14,28.54,634,0,43,0.6,2,0.257,Reforma ou serviços,Própria,0
3266.68,22198.71,36,1.134,754.42,23.09,677,0,85,7.3,3,0.566,Educação,Própria,0
4492.66,11008.52,48,0.725,272.38,6.06,758,0,31,2.2,0,0.204,Financiamento de veículo,Própria,0
4638.86,13045.18,36,2.751,575.53,12.41,564,0,71,1.8,2,0.234,Consolidação de dívidas,Financiada,0
4398.06,9008.5,24,1.646,457.42,10.4,613,0,15,2.6,1,0.171,Educação,Própria,0
15594.06,33723.4,48,2.702,1262.26,8.09,364,4,53,2.9,1,0.18,Financiamento de veículo,Própria,0
4892.1,3932.44,36,2.297,161.73,3.31,703,0,51,1.6,2,0.067,Consolidação de dívidas,Familiar,0
4470.24,11609.12,18,2.036,776.81,17.38,660,0,56,1.5,0,0.216,Consolidação de dívidas,Familiar,1
1500.0,8873.46,36,1.215,305.79,20.39,826,0,61,1.9,4,0.493,Reforma ou serviços,Alugada,0
2986.94,10417.35,18,2.082,699.88,23.43,822,0,44,0.6,1,0.291,Consolidação de dívidas,Financiada,0
4417.41,25069.21,18,2.233,1706.64,38.63,770,0,40,0.6,0,0.473,Crédito pessoal,Familiar,0
3398.83,10361.65,24,0.658,468.17,13.77,811,0,43,0.2,1,0.254,Educação,Própria,0
12247.44,17390.95,24,2.605,983.69,8.03,527,1,104,4.3,1,0.118,Reforma ou serviços,Familiar,0
4694.53,13985.02,6,2.834,2567.45,54.69,553,0,47,2.2,3,0.248,Crédito pessoal,Financiada,1
11559.34,13481.4,18,1.654,872.15,7.54,845,0,157,1.3,0,0.097,Crédito pessoal,Própria,0
5402.79,4251.47,36,1.68,158.35,2.93,772,0,61,0.5,0,0.066,Crédito pessoal,Financiada,0
5321.42,11950.06,24,3.286,727.55,13.67,398,1,47,1.9,1,0.187,Consolidação de dívidas,Financiada,0
4921.46,20965.46,36,1.055,703.01,14.28,732,0,17,1.1,2,0.355,Educação,Financiada,0
5212.25,19004.15,36,2.503,807.18,15.49,587,1,74,1.9,1,0.304,Consolidação de dívidas,Própria,0
15094.21,10783.2,60,2.228,327.56,2.17,508,0,35,1.5,2,0.06,Crédito pessoal,Própria,0
1500.0,6060.31,24,2.829,351.3,23.42,607,0,82,2.4,1,0.337,Consolidação de dívidas,Financiada,0
1503.36,4038.83,36,1.233,139.6,9.29,906,0,24,1.6,3,0.224,Consolidação de dívidas,Alugada,0
3713.2,4544.06,36,1.682,169.3,4.56,509,2,43,3.6,0,0.102,Educação,Financiada,0
5247.05,38248.0,36,1.042,1279.6,24.39,636,0,34,0.3,2,0.607,Financiamento de veículo,Própria,0
7976.69,5734.39,24,1.399,282.95,3.55,625,1,70,1.1,1,0.06,Financiamento de veículo,Alugada,0
6972.49,11252.94,36,1.459,404.08,5.8,747,0,110,1.0,1,0.134,Reforma ou serviços,Financiada,0
4097.7,15532.95,36,2.757,685.94,16.74,440,1,42,2.9,0,0.316,Crédito pessoal,Alugada,1
9781.23,17946.43,36,0.862,582.02,5.95,630,0,32,4.4,1,0.153,Financiamento de veículo,Familiar,0
9849.1,13992.12,18,1.623,902.66,9.16,805,0,17,2.3,2,0.118,Crédito pessoal,Alugada,0
5828.59,10729.98,36,1.385,380.54,6.53,604,0,30,1.5,1,0.153,Financiamento de veículo,Financiada,0
9445.2,13012.26,24,1.09,619.15,6.56,828,0,111,3.7,1,0.115,Reforma ou serviços,Financiada,0
6157.67,31735.01,48,1.68,968.43,15.73,707,0,42,1.2,1,0.429,Reforma ou serviços,Financiada,0
3671.28,8471.25,12,0.925,749.1,20.4,645,0,59,6.6,1,0.192,Financiamento de veículo,Familiar,0
8014.92,22876.66,24,2.655,1301.09,16.23,536,0,13,1.7,1,0.238,Crédito pessoal,Alugada,1
5569.13,3466.63,36,1.46,124.5,2.24,833,0,12,0.1,2,0.052,Crédito pessoal,Familiar,0
5204.32,20446.21,48,1.711,627.94,12.07,763,0,11,0.3,0,0.327,Consolidação de dívidas,Alugada,0
12960.29,15340.83,48,1.417,442.69,3.42,791,0,93,1.5,1,0.099,Consolidação de dívidas,Própria,0
1500.0,8859.78,36,0.978,293.13,19.54,581,0,44,9.3,2,0.492,Financiamento de veículo,Alugada,0
2159.11,15784.55,36,2.681,688.98,31.91,478,1,24,0.6,1,0.609,Crédito pessoal,Própria,1
2490.98,4863.25,24,2.952,285.66,11.47,589,2,76,6.6,1,0.163,Crédito pessoal,Familiar,0
4151.36,13659.21,12,0.934,1208.56,29.11,647,0,34,2.0,2,0.274,Financiamento de veículo,Alugada,0
4440.65,32789.97,24,2.141,1761.44,39.67,374,3,82,0.6,2,0.615,Financiamento de veículo,Própria,1
2042.38,12129.63,60,1.85,336.37,16.47,793,0,42,1.3,2,0.495,Consolidação de dívidas,Alugada,0
2823.17,3409.34,24,1.28,165.9,5.88,611,1,83,3.9,1,0.101,Financiamento de veículo,Alugada,0
3049.38,15340.33,24,2.24,833.26,27.33,674,0,21,1.4,0,0.419,Consolidação de dívidas,Alugada,1
23861.39,4110.29,60,1.933,116.32,0.49,353,0,57,0.6,2,0.014,Financiamento de veículo,Alugada,0
15890.77,5914.16,12,1.889,555.45,3.5,559,0,67,2.1,2,0.031,Reforma ou serviços,Própria,0
4028.42,26503.81,12,0.55,2288.4,56.81,823,0,12,4.7,0,0.548,Financiamento de veículo,Financiada,0
4150.53,6995.0,36,0.55,214.71,5.17,943,0,44,11.5,1,0.14,Reforma ou serviços,Alugada,0
2550.15,11643.51,24,3.122,696.57,27.31,382,1,17,3.7,1,0.38,Crédito pessoal,Financiada,1
1593.0,6940.37,36,1.499,250.86,15.75,751,0,13,7.0,1,0.363,Crédito pessoal,Própria,0
4836.51,14744.02,24,1.292,718.42,14.85,617,1,36,3.6,1,0.254,Financiamento de veículo,Própria,1
2801.04,23966.44,24,0.55,1068.7,38.15,820,0,59,3.6,0,0.713,Financiamento de veículo,Familiar,0
4933.51,4493.38,60,2.224,136.38,2.76,751,0,24,2.9,1,0.076,Consolidação de dívidas,Alugada,0
1928.09,9976.92,24,2.192,539.04,27.96,572,0,37,2.5,3,0.431,Educação,Alugada,0
3242.14,4053.39,36,2.04,160.05,4.94,585,0,27,0.8,0,0.104,Crédito pessoal,Própria,0
5701.95,15941.76,60,2.25,486.83,8.54,685,0,78,1.8,0,0.233,Consolidação de dívidas,Própria,0
6525.44,7209.72,24,2.146,387.54,5.94,522,0,97,3.7,1,0.092,Crédito pessoal,Alugada,0
6736.17,20985.79,6,3.108,3887.85,57.72,402,1,176,2.5,1,0.26,Crédito pessoal,Própria,1
2293.22,6003.71,36,0.676,188.43,8.22,860,0,89,0.2,0,0.218,Financiamento de veículo,Alugada,0
8833.61,15431.65,36,0.55,473.67,5.36,881,0,63,4.7,1,0.146,Financiamento de veículo,Financiada,0
3166.18,10203.57,24,1.177,490.5,15.49,543,0,78,3.1,1,0.269,Financiamento de veículo,Alugada,0
7698.54,5223.67,36,2.096,208.11,2.7,777,0,28,4.4,2,0.057,Consolidação de dívidas,Própria,0
5165.81,31521.93,36,0.55,967.55,18.73,862,0,35,0.6,2,0.509,Financiamento de veículo,Financiada,0
2215.1,7097.86,18,2.375,489.21,22.09,588,0,51,1.4,0,0.267,Consolidação de dívidas,Alugada,0
4274.28,12858.2,12,2.514,1254.57,29.35,591,0,11,2.6,3,0.251,Crédito pessoal,Própria,0
